Potencia,Maximo,DesvioPadrao,Curtose,Assimetria,Classe
5530806.5,10306.952,1087.7094,0.23221680426147584,0.6247437839971369,0
5533103.0,8812.826,1089.2472,0.23757972551326745,0.6280391775369338,0
5538067.5,9665.982,1090.173,0.26205961878731543,0.6335358395058868,0
5556645.5,9164.151,1091.9268,0.2392796926488474,0.6270466521934134,0
5541465.0,9712.08,1089.8202,0.2400204349661852,0.627690006656811,0
5537994.0,9432.078,1089.2201,0.23473445259242665,0.6265787040113102,0
5531908.5,9690.8955,1090.1584,0.2457017648858204,0.6302754550205336,0
5527750.5,9157.908,1089.131,0.2595964509511659,0.6314162037256678,0
5538188.5,11901.1045,1089.8342,0.2496896176421095,0.629457667434945,0
5541573.0,9679.513,1090.6918,0.24910999702812742,0.6325240478659065,0
5542637.0,12061.42,1090.9457,0.28990256521779,0.6377965538133966,0
5537424.0,8975.604,1089.7673,0.24473470117313,0.6282117557196096,0
5528165.0,9340.953,1088.7476,0.24681585843315013,0.629192915129666,0
5544721.0,8771.7,1089.5275,0.23432338691013,0.6239971882329336,0
5531945.0,8405.037,1089.6395,0.23399065327019608,0.6286884071542317,0
5535604.5,12968.344,1090.9707,0.2403900518771258,0.6301557485034426,0
5522163.0,9404.533,1088.5365,0.2492251168374593,0.6323086999856162,0
5530329.5,8402.903,1088.9357,0.2369761210476793,0.6256560566732661,0
5523342.5,8356.064,1088.5674,0.2387130793351364,0.6287732820019181,0
5534998.0,8874.964,1089.0258,0.2465651984859698,0.6314146588801564,0
5531047.5,8630.707,1090.1362,0.2293236284861555,0.6287204046590749,0
5533312.0,9229.196,1090.1387,0.23759165085715495,0.6295018611730213,0
5530300.5,12843.207,1088.4302,0.24646875305397264,0.6269718333001363,0
5520576.5,8768.805,1087.9434,0.24836747170507412,0.629304973699902,0
5524384.0,8881.508,1088.0055,0.23881468583393373,0.6282438829889131,0
5527778.0,12948.474,1089.1427,0.26005176813608344,0.633301810678857,0
5522274.5,8589.553,1087.7957,0.229034429907518,0.6273334238013557,0
5533112.0,8304.048,1088.7823,0.21732761075769025,0.624080168174519,0
5542069.5,10353.417,1091.1436,0.2424878722726853,0.6316934392704591,0
5536440.0,9064.3545,1089.252,0.2583040885956729,0.6318359842910993,0
5519244.5,8948.436,1087.9989,0.24985171683633656,0.6319249017470002,0
5529960.0,9219.315,1090.1058,0.2611892121541839,0.63376648159062,0
5533892.0,8669.392,1089.132,0.23917834872863075,0.6285377361171973,0
5532474.0,9156.537,1089.2894,0.23886888013775076,0.6279008730783872,0
5540791.0,9213.909,1090.5277,0.23890234282843847,0.6290317928883149,0
5519190.5,9447.594,1088.0594,0.2349782612875435,0.6293716533443812,0
5519053.0,8828.635,1087.6438,0.2517582248590884,0.633319462111772,0
5534493.5,9537.481,1089.6521,0.25790718606820384,0.6322737554117946,0
5524216.5,8719.008,1089.458,0.2486593905985437,0.6306185804761613,0
5530878.0,9628.783,1088.7659,0.24741073770574795,0.6310189330649099,0
5527361.0,9662.277,1089.629,0.25007574420102463,0.633380523273924,0
5531858.5,9748.415,1089.369,0.22640640422634073,0.6257292385596,0
